 ----------------------------------------------------------------------
 #P 
 ----------------------------------------------------------------------

  and normal coordinates:

                       1                       2                       3            
                       A                       A                       A            
 Frequencies --       -205.1182               -37.3765               -22.0162       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
    11   6   -0.00    0.00    0.00    0.01   -0.00   -0.01    0.00   -0.00   -0.00
    12   6    0.00   -0.00    0.00   -0.00    0.00    0.00    0.00   -0.00    0.00
    13   6    0.00    0.00   -0.00    0.00   -0.00   -0.00   -0.00   -0.00    0.00
    14   6    0.00   -0.03    0.01    0.00    0.00   -0.00   -0.00   -0.02    0.01
    15   6    0.00    0.08    0.01    0.00   -0.00    0.00   -0.06   -0.01   -0.04
    16   1   -0.11    0.09    0.07    0.01   -0.01   -0.01   -0.27    0.22    0.16
    17   1    0.00   -0.00    0.00   -0.00   -0.01    0.01    0.00   -0.00    0.01
    18   1   -0.00    0.00    0.01   -0.00    0.00    0.02   -0.00    0.00    0.01
    19   1    0.01   -0.00    0.02   -0.00    0.00   -0.00    0.02   -0.00    0.07
    20   1   -0.00   -0.05    0.02   -0.00   -0.01    0.01   -0.00   -0.01    0.01
    21   1    0.02   -0.01   -0.07   -0.01    0.00    0.01   -0.03    0.01    0.10
    22   1   -0.00   -0.00   -0.00    0.02    0.02    0.03    0.00    0.00    0.01
    23   1    0.02   -0.00   -0.00    0.69   -0.07   -0.03    0.01   -0.00   -0.00
    24   1    0.00    0.00    0.00    0.06    0.10    0.14    0.00    0.00    0.00
    25   1   -0.00   -0.00   -0.00   -0.29   -0.25   -0.21   -0.01   -0.01   -0.01
    26   1   -0.00    0.00   -0.01   -0.03    0.14   -0.38   -0.00    0.01   -0.02
    27   1   -0.02   -0.02   -0.03    0.03    0.03    0.05    0.01    0.01    0.01
    28   1    0.01   -0.00    0.00   -0.05    0.01   -0.01   -0.00    0.00   -0.00
    29   1    0.02    0.01   -0.03   -0.05   -0.03    0.08   -0.01   -0.01    0.01
    30   1    0.00    0.00   -0.00    0.01   -0.00   -0.02    0.00   -0.00   -0.00
    31   1   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00
    32   1   -0.00    0.00   -0.00    0.01   -0.01    0.00   -0.00    0.00   -0.00
    33   1   -0.00   -0.01    0.00   -0.00   -0.00    0.00    0.01    0.02   -0.00
    34   1    0.00    0.00    0.00   -0.00    0.00    0.00    0.00   -0.00   -0.00
    35   1   -0.13    0.05    0.00   -0.00    0.00   -0.00   -0.06    0.02    0.00
    36   1    0.04   -0.01   -0.09   -0.00   -0.00    0.01    0.05   -0.00   -0.11
    37   1    0.03    0.29   -0.09   -0.00   -0.01    0.00    0.02    0.23   -0.07
    38   1   -0.24   -0.15   -0.29   -0.01   -0.01   -0.01    0.37    0.27    0.46
    39   1    0.28   -0.12   -0.00   -0.02    0.01    0.00    0.42   -0.22   -0.02
    40   1   -0.08   -0.67    0.17    0.00    0.01   -0.00   -0.01    0.04   -0.02

                      112                     113                     114           
                       A                       A                       A            
 Frequencies --       3128.2954              3128.7949              3134.7563       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6   -0.04    0.04    0.04    0.01   -0.01   -0.01    0.00   -0.00   -0.00
     2   6    0.00    0.00    0.00   -0.00   -0.00   -0.00    0.00    0.00   -0.00
     3   6   -0.00   -0.00    0.00    0.00   -0.00    0.00   -0.00    0.00   -0.00
     4   6   -0.00    0.00    0.00   -0.00    0.00   -0.00    0.00   -0.00    0.00
     5   6    0.00   -0.00   -0.00   -0.00   -0.00    0.00    0.00    0.00    0.00
     6   6    0.00   -0.00    0.00    0.00    0.01   -0.01   -0.00   -0.00    0.00
     7   6    0.00   -0.00   -0.00    0.00   -0.00   -0.00    0.00   -0.00    0.00
     8   6   -0.00   -0.00   -0.00   -0.00    0.00   -0.00   -0.00   -0.00   -0.00
     9   6   -0.00   -0.00   -0.00    0.00    0.00    0.00    0.02    0.00    0.01
    10   6   -0.00   -0.00   -0.00    0.00    0.00    0.00    0.02    0.01    0.03
    11   6   -0.00    0.00   -0.00   -0.00    0.00    0.00   -0.07    0.00    0.00
    12   6   -0.00    0.00   -0.00    0.00   -0.00    0.00   -0.01    0.01   -0.01
    13   6    0.00   -0.00    0.00   -0.00   -0.00    0.00    0.00   -0.00   -0.00
    14   6   -0.01   -0.00    0.01   -0.01    0.07   -0.04    0.00   -0.00    0.00
    15   6   -0.03    0.02   -0.02   -0.02    0.03   -0.01    0.00   -0.00    0.00
    16   1    0.57   -0.48   -0.34   -0.10    0.08    0.06   -0.00    0.00    0.00
    17   1   -0.00    0.00   -0.00    0.00    0.00   -0.00   -0.00   -0.01    0.01
    18   1    0.00   -0.00    0.00   -0.01    0.00    0.03    0.01   -0.00   -0.02
    19   1   -0.05    0.01   -0.18    0.01   -0.00    0.05    0.00    0.00    0.00
    20   1    0.00    0.01   -0.00   -0.00   -0.08    0.04    0.00    0.04   -0.02
    21   1   -0.01    0.00    0.02   -0.00    0.00    0.01    0.00   -0.00   -0.01
    22   1    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.01    0.01
    23   1    0.00   -0.00   -0.00   -0.00    0.00    0.00   -0.23    0.02    0.01
    24   1    0.00    0.00    0.00   -0.00   -0.00   -0.00   -0.05   -0.07   -0.09
    25   1    0.00    0.00    0.00   -0.01   -0.01   -0.00   -0.22   -0.19   -0.16
    26   1    0.00   -0.00    0.00   -0.00    0.00   -0.01   -0.02    0.08   -0.21
    27   1    0.00    0.00    0.01   -0.00   -0.00   -0.00    0.07    0.10    0.16
    28   1    0.01   -0.00    0.00    0.03   -0.01    0.00    0.68   -0.23    0.07
    29   1   -0.00   -0.00    0.00    0.01    0.01   -0.02    0.12    0.08   -0.23
    30   1   -0.00    0.00    0.00    0.00   -0.00   -0.00    0.01   -0.00   -0.02
    31   1    0.01    0.00    0.01   -0.00   -0.00   -0.00    0.07    0.03    0.09
    32   1    0.01   -0.01    0.00   -0.00    0.00   -0.00    0.08   -0.10    0.02
    33   1    0.00    0.00   -0.00    0.00    0.00   -0.00    0.00   -0.00   -0.00
    34   1   -0.00   -0.00   -0.00   -0.00    0.00    0.00   -0.00    0.00    0.00
    35   1    0.05   -0.02    0.00    0.29   -0.12   -0.00   -0.01    0.00    0.00
    36   1    0.03   -0.00   -0.07   -0.10    0.01    0.22    0.00   -0.00   -0.01
    37   1    0.00    0.04   -0.01   -0.07   -0.70    0.21    0.00    0.02   -0.01
    38   1    0.13    0.10    0.16    0.03    0.03    0.04   -0.00   -0.00   -0.00
    39   1    0.30   -0.15   -0.01    0.27   -0.13   -0.01   -0.02    0.01    0.00
    40   1   -0.03   -0.15    0.03   -0.04   -0.28    0.07    0.00    0.02   -0.00

                      115                     116                     117           
                       A                       A                       A            
 Frequencies --       3135.1135              3136.2968              3153.3064       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6   -0.00    0.00    0.00    0.00   -0.00   -0.00   -0.00    0.00   -0.00
     2   6   -0.00    0.00   -0.00   -0.00   -0.00    0.00    0.01    0.06   -0.06
     3   6    0.00    0.00    0.00   -0.00   -0.00    0.00   -0.00    0.00    0.00
     4   6    0.00   -0.00    0.00    0.00   -0.00   -0.00   -0.00   -0.00    0.00
     5   6    0.00    0.00    0.00   -0.00   -0.00   -0.00    0.00   -0.00    0.00
     6   6   -0.00   -0.00    0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00
     7   6    0.00   -0.00   -0.00    0.00   -0.00   -0.00   -0.00   -0.00    0.00
     8   6   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00    0.00    0.00    0.00
     9   6   -0.00   -0.00   -0.00   -0.05   -0.01   -0.01   -0.00   -0.00   -0.00
    10   6    0.00    0.00    0.00   -0.03   -0.01   -0.05   -0.00   -0.00   -0.00
    11   6   -0.02    0.00   -0.00   -0.04    0.00   -0.00    0.00   -0.00   -0.00
    12   6    0.07   -0.03    0.05   -0.01    0.00   -0.01    0.00   -0.00   -0.00
    13   6   -0.00    0.00   -0.00   -0.00    0.00    0.00    0.00   -0.00    0.00
    14   6    0.00   -0.00    0.00    0.00   -0.00   -0.00    0.00    0.00   -0.00
    15   6    0.00   -0.00    0.00   -0.00   -0.00   -0.00    0.00    0.00    0.00
    16   1    0.01   -0.01   -0.01   -0.01    0.01    0.01    0.02   -0.01   -0.01
    17   1   -0.00   -0.01    0.00    0.00    0.02   -0.02   -0.13   -0.68    0.65
    18   1    0.00   -0.00   -0.00   -0.00    0.00    0.01   -0.00    0.00    0.00
    19   1   -0.00   -0.00   -0.00    0.00   -0.00    0.00    0.02    0.00    0.07
    20   1    0.00    0.01   -0.00    0.00    0.01   -0.00    0.00    0.00   -0.00
    21   1   -0.00    0.00    0.00   -0.00    0.00    0.01    0.00   -0.00   -0.01
    22   1    0.00    0.00    0.01    0.03    0.03    0.05   -0.00   -0.00   -0.00
    23   1    0.02   -0.00   -0.00    0.48   -0.05   -0.02    0.01   -0.00   -0.00
    24   1    0.00    0.00    0.01    0.09    0.13    0.18    0.00    0.00    0.00
    25   1   -0.00   -0.00   -0.00    0.33    0.29    0.24    0.01    0.01    0.01
    26   1   -0.00    0.00   -0.00    0.02   -0.12    0.32   -0.00   -0.01    0.03
    27   1    0.02    0.03    0.04    0.06    0.08    0.12    0.00    0.00    0.00
    28   1    0.17   -0.06    0.02    0.40   -0.13    0.04   -0.00    0.00   -0.00
    29   1    0.03    0.02   -0.06    0.06    0.03   -0.11   -0.00   -0.00    0.00
    30   1    0.00   -0.00    0.03   -0.02    0.00    0.02   -0.01    0.00    0.01
    31   1   -0.40   -0.16   -0.51    0.06    0.02    0.07    0.01    0.00    0.01
    32   1   -0.39    0.50   -0.09    0.04   -0.05    0.01   -0.00    0.00   -0.00
    33   1   -0.00   -0.00    0.00    0.00    0.00   -0.00    0.00   -0.00    0.00
    34   1    0.00   -0.00    0.00    0.00   -0.00   -0.00   -0.00    0.00   -0.00
    35   1   -0.00    0.00    0.00   -0.01    0.00   -0.00    0.00    0.00   -0.00
    36   1    0.00   -0.00   -0.00   -0.00   -0.00    0.00   -0.00    0.00    0.00
    37   1    0.00    0.01   -0.00    0.00    0.00   -0.00   -0.00   -0.00    0.00
    38   1    0.00    0.00    0.00    0.00    0.00    0.01   -0.00   -0.00   -0.00
    39   1   -0.00    0.00    0.00   -0.00    0.00    0.00   -0.00    0.00    0.00
    40   1    0.00    0.00   -0.00    0.00    0.01   -0.00   -0.00   -0.00    0.00

                      118                     119                     120           
                       A                       A                       A            
 Frequencies --       3181.9135              3216.4804              3309.7382       
  Atom  AN      X      Y        Z       X      Y        Z       X      Y        Z 
     1   6    0.00   -0.00    0.00    0.00   -0.00   -0.00   -0.00   -0.00   -0.00
     2   6   -0.00   -0.00    0.00   -0.00   -0.00    0.00    0.00    0.00   -0.00
     3   6    0.00   -0.00   -0.00   -0.01   -0.00    0.01   -0.00    0.00    0.00
     4   6   -0.00    0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00    0.00
     5   6    0.00    0.00   -0.00    0.00    0.00    0.00    0.00   -0.00   -0.00
     6   6   -0.00    0.00   -0.00   -0.00   -0.00    0.00   -0.00   -0.00   -0.00
     7   6    0.00    0.00   -0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00
     8   6    0.00   -0.00    0.00   -0.00   -0.00   -0.00   -0.00   -0.00    0.00
     9   6    0.00    0.00    0.00   -0.00   -0.00   -0.00   -0.00    0.00   -0.00
    10   6    0.00    0.00    0.00   -0.00   -0.00   -0.00   -0.00   -0.00    0.00
    11   6    0.00    0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00    0.00
    12   6    0.04   -0.03   -0.07    0.00   -0.00   -0.00   -0.00   -0.00    0.00
    13   6   -0.00    0.00    0.00    0.05   -0.01   -0.05    0.02    0.09    0.01
    14   6    0.00    0.00   -0.00   -0.00   -0.00    0.00    0.00   -0.00    0.00
    15   6   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00
    16   1   -0.00    0.00    0.00   -0.00    0.00    0.00   -0.00    0.00    0.00
    17   1    0.00    0.01   -0.01    0.00    0.00   -0.00   -0.00   -0.00    0.00
    18   1    0.00   -0.00   -0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00
    19   1   -0.00    0.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00
    20   1    0.00    0.00    0.00   -0.00    0.00   -0.00   -0.00    0.00   -0.00
    21   1   -0.00   -0.00    0.00   -0.00    0.00    0.01   -0.00    0.00    0.00
    22   1   -0.00   -0.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00
    23   1   -0.00    0.00    0.00    0.00   -0.00   -0.00    0.00   -0.00    0.00
    24   1   -0.00   -0.00   -0.00    0.00    0.00    0.00    0.00    0.00    0.00
    25   1   -0.03   -0.03   -0.02    0.00    0.00    0.00   -0.00    0.00    0.00
    26   1    0.00    0.00   -0.01    0.00   -0.00    0.00   -0.00    0.00   -0.00
    27   1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
    28   1   -0.00    0.00   -0.00    0.00   -0.00    0.00    0.00    0.00    0.00
    29   1   -0.00   -0.00    0.00    0.00    0.00   -0.00    0.00    0.00   -0.00
    30   1   -0.50    0.12    0.73   -0.01    0.00    0.01    0.00   -0.00   -0.00
    31   1    0.16    0.05    0.18    0.01    0.00    0.01    0.00   -0.00    0.00
    32   1   -0.14    0.17   -0.05   -0.01    0.01   -0.00   -0.00   -0.00    0.00
    33   1    0.01    0.01   -0.00   -0.37   -0.53    0.16   -0.39   -0.54    0.17
    34   1    0.00   -0.01   -0.01   -0.14    0.61    0.32    0.13   -0.56   -0.30
    35   1   -0.00    0.00   -0.00   -0.00    0.00    0.00   -0.00    0.00    0.00
    36   1   -0.00    0.00    0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00
    37   1   -0.00   -0.00   -0.00    0.00    0.00   -0.00    0.00    0.00    0.00
    38   1    0.00    0.00    0.00    0.01    0.02    0.01    0.01    0.01    0.01
    39   1   -0.00    0.00    0.00    0.00   -0.00   -0.00    0.00   -0.00   -0.00
    40   1    0.00    0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00   -0.00

 ***** Axes restored to original set *****
 -------------------------------------------------------------------
 Center     Atomic                   Forces (Hartrees/Bohr)
 Number     Number              X              Y              Z
 -------------------------------------------------------------------
         1         6     0.091496781  -0.000310898  -0.012689395
         2         6    -0.379368633  -0.210562930  -0.405642718
         3         6     0.186665386  -0.157905951  -0.225882605
         4         6    -0.025891939  -0.037910718   0.008187308
         5         6     0.187912136   0.021319874   0.227728426
         6         6     0.010529704   0.004759433   0.001941306
         7         6     0.042095263   0.009638656  -0.019071003
         8         6     0.014447002  -0.022359014  -0.024263656
         9         6     0.011760177  -0.002413220  -0.005913607
        10         6     0.031370673  -0.053838965   0.018586876
        11         6     0.018183781  -0.001048953   0.016124900
        12         6     0.079208583  -0.011645939   0.035691150
        13         6    -0.173210844   0.039075911   0.415781140
        14         6    -0.008580373  -0.023386046  -0.010692565
        15         6    -0.008786235   0.005311494   0.017850153
        16         1    -0.034942083   0.051749352   0.008556401
        17         1    -0.045104403   0.058624148   0.046633299
        18         1    -0.003120698   0.027147897   0.001936350
        19         1    -0.002177814  -0.005564140  -0.115567431
        20         1     0.002882949   0.018445401   0.009648346
        21         1     0.021879321   0.018836597  -0.035213400
        22         1    -0.020613207  -0.013187808  -0.043768503
        23         1     0.005849511   0.003361290  -0.019396244
        24         1    -0.027563134   0.023390738   0.005474358
        25         1     0.027480580   0.016844695  -0.056422926
        26         1     0.047265921   0.010348883   0.054230820
        27         1    -0.015410661   0.040298238   0.022369845
        28         1     0.031767886   0.016136952  -0.009150160
        29         1    -0.008538430   0.032885466   0.007454115
        30         1    -0.000638256   0.008180300  -0.042303603
        31         1     0.052775331  -0.020677203  -0.018908752
        32         1    -0.000848031  -0.077377610   0.045817215
        33         1     0.035038218  -0.058085017  -0.076662704
        34         1    -0.140352711   0.213387728   0.141306698
        35         1     0.017853577   0.008351383  -0.002680060
        36         1    -0.001107878   0.012730876   0.000407845
        37         1     0.016034819   0.004444936   0.043574929
        38         1    -0.023468906   0.004620805   0.015709983
        39         1     0.018552085   0.021570409  -0.003321529
        40         1    -0.031324636   0.024812814  -0.017460512
-------------------------------------------------------------------


 Test job not archived.
 1\1\G\OPT\R\C\S
 5\0\\#P
 q\\t\\1,1\C,-1.7983332000,0.7430761100,-0.7376675300\C,-0.4366915000,1
 .3893265500,-0.7359408500\C,0.5026931000,2.1434704300,0.5846879200\C,-
 1.8972317200,-0.7162893900,-0.2273740300\C,0.7456154300,0.7873793500,-
 0.1788798400\C,-0.5114258600,-1.3661159900,-0.2358852800\C,0.536605800
 0,-0.5642796500,0.5351083300\C,1.9381675300,-1.2063657000,0.5025405500
 \C,2.5070886600,-0.7404500400,-0.8388234300\C,2.0865157900,0.728392430
 0,-0.9351046100\C,1.9716364300,-2.7155280900,0.6984068200\C,1.27457975
 00,3.3835453700,0.2195827800\C,-0.5154671900,2.2099795300,1.4517585700
 \C,-2.8156303900,-1.4712297700,-1.1949960700\C,-2.5153289400,-0.816929
 9400,1.1712642000\H,-2.5592291300,1.3824445600,-0.2928821800\H,-0.2897
 551300,2.1659002700,-1.4815155600\H,-0.1785831200,-1.5062609400,-1.271
 0910100\H,-2.0390637800,0.7434471200,-1.8046407500\H,-0.5982539800,-2.
 3666797600,0.1910582100\H,0.2058111000,-0.4333061800,1.5676063200\H,2.
 5268773200,-0.7353140600,1.2999884000\H,3.5888363900,-0.8518086000,-0.
 8928229200\H,2.0833376200,-1.3313321200,-1.6542327100\H,2.8200828900,1
 .3381243000,-0.4089610600\H,2.0031525000,1.0951764400,-1.9589058700\H,
 1.5358940700,-3.2427760800,-0.1524388700\H,2.9997627200,-3.0608072800,
 0.7987257100\H,1.4369930800,-3.0236375600,1.5984459800\H,1.8836385200,
 3.2464906300,-0.6681056000\H,1.9429234900,3.6372909400,1.0432955900\H,
 0.6127102600,4.2352853600,0.0553164600\H,-1.1263724000,1.3674877200,1.
 7348343500\H,-0.7268139300,3.1458689400,1.9431414500\H,-3.8127000800,-
 1.0262148100,-1.2189090000\H,-2.4120553400,-1.4600247100,-2.2096434500
 \H,-2.9269749600,-2.5136380300,-0.8945997400\H,-1.8988054400,-0.382256
 2600,1.9586257900\H,-3.4981553600,-0.3433254200,1.2047703500\H,-2.6460
 510000,-1.8681156800,1.4342626000\\Version=Fujitsu-XTC-G16RevC.02\
 [X()]\\\@

 Normal termination of Gaussian 16 at Sat Jun 28 18:15:40 2025.
